"","fullID","matricula","nome","partido","uf","id","idparlamentar","urlFoto","sexo","email","xD1","xD2","sdD1","sdD2","lowerD1","upperD1","lowerD2","upperD2"
"53","ASSIS DO COUTO/PT",443,"ASSIS DO COUTO","PT","PR",74378,5830386,"http://www.camara.gov.br/internet/deputado/bandep/74378.jpg","masculino","dep.assisdocouto@camara.gov.br",1.15575887876407,0.56308003738401,0.879336934818544,1.75089300339322,-1.02879689635852,2.73695392114522,-2.79343982980739,3.88628527280985
"54","ATILA LINS/PSD",38,"ATILA LINS","PSD","AM",74090,5830571,"http://www.camara.gov.br/internet/deputado/bandep/74090.jpg","masculino","dep.atilalins@camara.gov.br",-0.612556503768406,0.942125006846929,1.58009687967009,1.62986574654746,-3.84899693301436,2.6686275685429,-2.50942627071477,4.03123265640389
"55","ATILA LIRA/PSB",109,"ATILA LIRA","PSB","PI",74459,5830530,"http://www.camara.gov.br/internet/deputado/bandep/74459.jpg","masculino","dep.atilalira@camara.gov.br",0.76850175832304,0.999381557612173,0.854835132863399,1.77459729415227,-0.729937829315591,2.70095962912502,-2.63082020082637,4.33784223658435
"56","AUGUSTO CARVALHO/Solidarie",411,"AUGUSTO CARVALHO","Solidarie","DF",73655,5830433,"http://www.camara.gov.br/internet/deputado/bandep/73655.jpg","masculino","dep.augustocarvalho@camara.gov.br",0.511161097613579,-0.204822546683528,0.657741064331187,1.0707394671138,-1.17555678666942,1.48370658959872,-2.38373634687542,1.87786897764925
"57","AUGUSTO COUTINHO/Solidarie",528,"AUGUSTO COUTINHO","Solidarie","PE",160665,5830811,"http://www.camara.gov.br/internet/deputado/bandep/160665.jpg","masculino","dep.augustocoutinho@camara.gov.br",-1.22805407877698,-1.82834802510515,1.23913803631816,2.47982205443131,-3.6699664396745,1.08282922489347,-5.66159299306577,3.64610598271288
"58","AUREO/Solidarie",290,"AUREO","Solidarie","RJ",160512,5830465,"http://www.camara.gov.br/internet/deputado/bandep/160512.jpg","masculino","dep.aureo@camara.gov.br",-0.397427797289971,0.43309249043214,1.20868061003747,1.56613635428176,-2.72561723963503,2.17116071931401,-2.46680069691444,3.4274840893003
"59","BACELAR/PTN",184,"BACELAR","PTN","BA",69871,5830536,"http://www.camara.gov.br/internet/deputado/bandep/69871.jpg","masculino","dep.bacelar@camara.gov.br",-0.187376270147594,-1.60969404299905,1.09469426407962,1.42000050760934,-2.44494515934771,1.50598534209397,-3.94664673737799,1.75041727478636
"60","BALEIA ROSSI/PMDB",342,"BALEIA ROSSI","PMDB","SP",178975,5830607,"http://www.camara.gov.br/internet/deputado/bandep/178975.jpg","masculino","dep.baleiarossi@camara.gov.br",-0.330633271118938,-1.48408806491195,0.993208675236408,1.43155087863601,-2.15899836884799,1.46527219149215,-3.67558665556441,2.03229298222797
"61","BEBETO/PSB",185,"BEBETO","PSB","BA",178834,5830613,"http://www.camara.gov.br/internet/deputado/bandep/178834.jpg","masculino","dep.bebeto@camara.gov.br",1.38792402361582,0.315593137337923,1.03637543929942,1.85360882948378,-1.10667777482881,3.2558679793178,-3.53971861019369,3.57168157753934
"62","BENEDITA DA SILVA/PT",291,"BENEDITA DA SILVA","PT","RJ",73701,5830660,"http://www.camara.gov.br/internet/deputado/bandep/73701.jpg","feminino","dep.beneditadasilva@camara.gov.br",1.87190056038907,-0.419895012060523,1.82856476500735,1.87400048288983,-2.64200773859396,4.51185609298201,-4.09301266303912,3.15126053408748
"63","BENITO GAMA/PTB",190,"BENITO GAMA","PTB","BA",74535,5830741,"http://www.camara.gov.br/internet/deputado/bandep/74535.jpg","masculino","dep.benitogama@camara.gov.br",-0.696032330499106,0.379467710537504,1.18605930035243,1.15002158416453,-2.89738598028965,1.94542035479023,-1.68006992864921,2.67230409227871
"64","BENJAMIN MARANHAO/Solidarie",131,"BENJAMIN MARANHAO","Solidarie","PB",74040,5830769,"http://www.camara.gov.br/internet/deputado/bandep/74040.jpg","masculino","dep.benjaminmaranhao@camara.gov.br",-0.30768520832712,0.437480650007822,1.14013628405665,1.58084609778175,-2.58288549264479,2.17138796632512,-2.67706353937248,3.66299999066298
"65","BETINHO GOMES/PSDB",141,"BETINHO GOMES","PSDB","PE",178915,5830545,"http://www.camara.gov.br/internet/deputado/bandep/178915.jpg","masculino","dep.betinhogomes@camara.gov.br",-0.240447581699249,0.217926580814349,0.784123744381535,1.02590564359906,-1.97310491552852,1.14419756256145,-1.52071641691539,2.40918830266306
"66","BETO FARO/PT",19,"BETO FARO","PT","PA",141335,5830714,"http://www.camara.gov.br/internet/deputado/bandep/141335.jpg","masculino","dep.betofaro@camara.gov.br",1.98274209009357,-0.473366964404655,1.83774689154681,1.79139156414,-2.64280905983815,4.49094794531406,-3.94829523710149,3.014995808504
"67","BETO MANSUR/PRB",340,"BETO MANSUR","PRB","SP",73437,5830451,"http://www.camara.gov.br/internet/deputado/bandep/73437.jpg","masculino","dep.betomansur@camara.gov.br",-0.290065586511789,0.689521094743253,1.25764167046303,1.57202542592687,-2.43583146020671,2.8023157663491,-2.46604494812914,3.90036811121232
"68","BETO ROSADO/PP",122,"BETO ROSADO","PP","RN",178948,5830685,"http://www.camara.gov.br/internet/deputado/bandep/178948.jpg","masculino","dep.betorosado@camara.gov.br",-0.423035540215768,1.07878024449538,1.32542878875794,1.4115687137016,-2.87319907300889,2.25623754827946,-1.80593251006449,3.79476735624359
"69","BETO SALAME/PROS",20,"BETO SALAME","PROS","PA",178906,5830637,"http://www.camara.gov.br/internet/deputado/bandep/178906.jpg","masculino","dep.betosalame@camara.gov.br",0.984974927900467,0.211281175387943,0.833754102730531,1.46972953027468,-1.14855021768591,2.36773089532309,-2.46501186978128,3.15974047620613
"70","BILAC PINTO/PR",232,"BILAC PINTO","PR","MG",141513,5830796,"http://www.camara.gov.br/internet/deputado/bandep/141513.jpg","masculino","dep.bilacpinto@camara.gov.br",0.0746900482092875,1.1444825624717,1.12501324481209,1.5102902827429,-1.94269720394768,2.61708008775512,-1.55769936518758,4.2521913695337
"71","BOHN GASS/PT",499,"BOHN GASS","PT","RS",160538,5830655,"http://www.camara.gov.br/internet/deputado/bandep/160538.jpg","masculino","dep.bohngass@camara.gov.br",1.90996326189723,-0.454803089191683,1.80668007878091,1.88827059885724,-2.63058929762781,4.40820733530054,-3.92842835964104,3.29618676176522
"72","BONIFACIO DE ANDRADA/PSDB",222,"BONIFACIO DE ANDRADA","PSDB","MG",74650,5830755,"http://www.camara.gov.br/internet/deputado/bandep/74650.jpg","masculino","dep.bonifaciodeandrada@camara.gov.br",-1.11207353662923,-1.0677811424288,0.945856080204799,1.78954423341315,-2.98196716215683,0.688486778017863,-3.73397059807519,2.92298360177542
"73","BRUNA FURLAN/PSDB",335,"BRUNA FURLAN","PSDB","SP",160589,5830665,"http://www.camara.gov.br/internet/deputado/bandep/160589.jpg","feminino","dep.brunafurlan@camara.gov.br",-0.295230801970073,0.416368442680058,1.01013929486675,1.14891441375463,-2.26540761752266,1.75944102685999,-1.89501940764689,2.46654840662713
"74","BRUNNY/PTC",223,"BRUNNY","PTC","MG",178999,5830695,"http://www.camara.gov.br/internet/deputado/bandep/178999.jpg","feminino","dep.brunny@camara.gov.br",-0.222489325278631,-1.65487535862006,1.28110769976403,1.53128795587072,-2.78839326695283,2.08352984718038,-4.33948770535635,1.63100717198496
"75","BRUNO ARAUJO/PSDB",146,"BRUNO ARAUJO","PSDB","PE",141394,5830294,"http://www.camara.gov.br/internet/deputado/bandep/141394.jpg","masculino","dep.brunoaraujo@camara.gov.br",-0.491989055562786,0.335580148252822,0.919184506301634,1.0646239967853,-2.39974186912387,1.2558093771387,-1.55315237318991,2.4151302989592
"76","BRUNO COVAS/PSDB",343,"BRUNO COVAS","PSDB","SP",178976,5830738,"http://www.camara.gov.br/internet/deputado/bandep/178976.jpg","masculino","dep.brunocovas@camara.gov.br",-0.710611756103259,-1.02900671558433,0.827132266653564,1.45702639307224,-2.27659223423737,0.895765687271756,-3.18014717201346,2.2097098929303
"77","CABO DACIOLO/NA",289,"CABO DACIOLO",NA,"RJ",178938,5830757,"http://www.camara.gov.br/internet/deputado/bandep/178938.jpg","masculino","dep.cabodaciolo@camara.gov.br",1.06672917008594,-2.31629266212913,2.3747306522106,1.47950626539458,-4.16674919381733,4.30720680483489,-5.46415969613793,0.345986494797729
"78","CABO SABINO/PR",94,"CABO SABINO","PR","CE",178865,5830773,"http://www.camara.gov.br/internet/deputado/bandep/178865.jpg","masculino","dep.cabosabino@camara.gov.br",-0.0196611590897118,-1.46539352626514,1.0819433510316,1.15273659902143,-2.27959339943977,1.55636147706375,-3.30148735137837,1.07051928226759
"79","CABUCU BORGES/PMDB",14,"CABUCU BORGES","PMDB","AP",105112,5830572,"http://www.camara.gov.br/internet/deputado/bandep/105112.jpg","masculino","dep.cabucuborges@camara.gov.br",-1.40764562586432,0.880081309344486,1.76174687751804,1.44601360546219,-4.39989573865415,2.36779441944089,-1.75252426503702,3.69292937548841
"80","CACA LEAO/PP",193,"CACA LEAO","PP","BA",93083,5830296,"http://www.camara.gov.br/internet/deputado/bandep/93083.jpg","masculino","dep.cacaleao@camara.gov.br",-0.921049074817234,1.15796281731751,1.71735312192236,1.42958828726601,-3.97616218343953,2.83229541627085,-1.7375769266264,3.76375026922897
"81","CAETANO/PT",196,"CAETANO","PT","BA",178853,5830486,"http://www.camara.gov.br/internet/deputado/bandep/178853.jpg","masculino","dep.caetano@camara.gov.br",1.94735633805332,-0.0174575915126834,1.62125947128647,2.12209662681628,-2.18445602510093,4.24531740571631,-4.30805367769867,3.75433532399684
"82","CAIO NARCIO/PSDB",225,"CAIO NARCIO","PSDB","MG",178891,5830543,"http://www.camara.gov.br/internet/deputado/bandep/178891.jpg","masculino","dep.caionarcio@camara.gov.br",0.0818797990500323,0.537360547317201,0.829008684579137,1.22988566312958,-1.50701489607639,1.73411948198764,-2.05094569734425,2.85832179574864
